alloy_name,alloy_state,alloy_batch,salt_batch,salt_batch_add,methods,test_temp,duration,environment,crucible,setup,fixing,weight_loss,uncertainty,morphology,standard_name,param_maintainer,param_check,note,salt_name_id,report_name,depth_in_base,depth_in_weld,dt,flow_rate,references,corrdepth_morphology(um),corrodepth_Cr(um),corrdepth_weight(um)
GH3535, base metal ,,RY016,null,Static corrosion,700,400,Ar,Ni,Electric contact ,Pt wire ,9.386,0,general corrosion/holes ,,ºî¾ê ,Óá¹ú¾ü,,1,TMSRMPPMTR201316,120,,,,,,,
